중점_위도,중점_경도,경사각,최근접_시설의_평균거리,열선여부,행정동,주소,도로명_여부
37.5059309119782,127.030493579002,0.0295569615422354,238.96627968391937,1,역삼동,강남구 역삼동 604-12,0
37.491096081763345,126.96351522989453,6.125867543897519,121.30168139637968,1,사당동,동작구 사당동 708-537,0
37.47833894406055,127.0042391283915,2.8035246272360417,296.25626450226594,1,방배동,서초구 방배동 1036-4,0
37.5563871335287,127.0311233933845,3.7465070250200663,230.10261958915584,1,행당동,성동구 행당동 346-9,0
37.556221160392894,127.0336342805015,1.6860261571177555,123.95405330909888,1,행당동,성동구 행당동 376-4,0
37.49287250938825,126.93715624944,0.1817965966171699,273.4778922133168,1,상도동,동작구 상도동 산 77-14,0
37.6466280437582,127.03984550097,0.5374671654702581,158.48894967007783,1,창동,도봉구 창동 산 107-223,0
37.54724417225505,126.960062216873,6.32550033303485,80.83716796148103,1,공덕동,마포구 공덕동 111-363,0
37.60759967328565,127.0276093312935,6.601814590770603,117.82878283428184,1,길음동,성북구 길음동 1289-8,0
37.5544039644149,126.9449631491795,8.05860887943313,115.07034904242948,1,대흥동,마포구 대흥동 13-128,0
37.4937594751172,126.948653212882,2.7629332703208034,220.8744841391126,1,,,False
37.65246973001305,127.02368663563352,8.87608802208147,227.30811764289632,1,쌍문동,도봉구 쌍문동 460-17,0
37.5537293037007,127.018044399627,14.896704417805706,69.08777979560301,1,금호동2가,성동구 금호동2가 1-2,0
37.5496901163409,127.0223300481665,8.2518017436581,182.45116442315057,1,금호동3가,성동구 금호동3가 702,0
37.507964118279205,126.9216100560175,0.2101473455715825,147.87807153933358,1,신길동,영등포구 신길동 458-4,0
37.5920436084317,127.0071047386445,7.082448841325491,137.2728693721921,1,성북동,성북구 성북동 168-276,0
37.5461118618304,126.973198459515,4.6216496767228765,158.02664540007564,1,갈월동,용산구 갈월동 34-4,0
37.5429620832256,126.941674925987,0.5285728434171391,139.82898697311742,1,용강동,마포구 용강동 335-16,0
37.6502602511569,127.030013671835,0.6337870693176312,165.48387856671246,1,쌍문동,도봉구 쌍문동 139-33,0
37.61255967578885,127.0383671123015,12.273235358867671,176.90313372500083,1,장위동,성북구 장위동 231-170,0
37.59808482220665,127.0154400459945,15.055484215703352,163.2905972305588,1,돈암동,성북구 돈암동 413-59,0
37.45401595830885,126.9135449903395,0.1728099208436447,246.29214791500857,1,시흥동,금천구 시흥동 218-10,0
37.4786530602425,126.976006830823,0.5911576111282121,223.1853628001948,1,사당동,동작구 사당동 419-158,0
37.5001674190807,126.8564508206295,3.427505103241837,153.75929865668564,1,고척동,구로구 고척동 98-79,0
37.65362425990875,127.0229449711975,8.741283360304301,297.0570499478994,1,쌍문동,도봉구 쌍문동 460-17,0
37.604417429787105,127.008876406103,9.349387177917018,220.658476281431,1,정릉동,성북구 정릉동 435-2,0
37.51176749708205,126.9071076621025,0.32371433509044,162.07066286537233,1,도림동,영등포구 도림동 23-1,0
37.47982501827845,126.988796221153,5.104940695223786,224.80714145852707,1,방배동,서초구 방배동 산 75-6,0
37.4848632002368,126.9975871013435,10.126183082445069,146.1155478789613,1,방배동,서초구 방배동 169-18,0
37.56827477135935,127.088024003666,9.998649057347768,243.74783902982216,1,중곡동,광진구 중곡동 176-119,0
37.51136819684605,127.019454308149,1.66889666854244,229.46468715214132,1,잠원동,서초구 잠원동 97,0
37.514710932529994,127.0207159771605,7.8270706168950435,310.33761060203017,1,논현동,강남구 논현동 279-93,0
37.60527389197125,127.051450854643,12.723787859241003,269.88522353418557,1,상월곡동,성북구 상월곡동 24-349,0
37.50104452912455,126.8848200877035,0.1868987599145522,127.28516178357695,1,구로동,구로구 구로동 551-230,0
37.6002198972053,127.023398681956,4.426196376274178,179.0333471354557,1,돈암동,성북구 돈암동 15-10,0
37.55831061505625,126.963618920256,7.734170665982345,160.4567967744953,1,중림동,중구 중림동 396-20,0
37.556410322454354,126.962050105902,4.222614889679715,195.87199546934676,1,아현동,마포구 아현동 731,0
37.496093837540656,126.9368276961165,8.393344953323044,148.87681741139437,1,상도동,동작구 상도동 279-118,0
37.5484476052291,126.842432091513,5.920674190518634,190.79317694918785,1,화곡동,강서구 화곡동 77-101,0
37.65179885829185,127.032238523305,5.2550159349768775,144.03364280463197,1,쌍문동,도봉구 쌍문동 137-53,0
37.497546144454546,127.01814001580148,0.9482531830182814,171.5634711543538,1,서초동,서초구 서초동 1686-10,0
37.50613480313704,127.027774537111,5.468370945058148,197.5266453860748,1,논현동,강남구 논현동 279-194,0
37.50359556547195,126.85608116498,2.3533738371915356,69.62352301322046,1,고척동,구로구 고척동 308-1,0
37.56934897126905,127.08743818454452,10.401149866815372,271.4709542293037,1,중곡동,광진구 중곡동 316-1,0
37.5017171578127,127.026867203797,5.848471157425623,318.15833266811507,1,역삼동,강남구 역삼동 619-31,0
37.53783281955265,126.84479039416853,1.5252496074603168,151.8629240695015,1,화곡동,강서구 화곡동 산 164-3,0
37.489981174175696,126.8517384917035,8.432937276255148,104.33336986386868,1,개봉동,구로구 개봉동 375-13,0
37.50533389677415,126.853825607815,0.8193669167160181,121.7797216043039,1,고척동,구로구 고척동 산 21-7,0
37.4820190213753,126.9701326708705,5.164697442415614,159.9051281633098,1,사당동,동작구 사당동 278-31,0
37.53886797985475,126.825738228987,6.753198960549701,168.60544296721946,1,신월동,양천구 신월동 260,0
37.4805753231579,126.974111386222,1.264805499899606,73.63092589867348,1,사당동,동작구 사당동 316-42,0
37.61350790445685,127.03881516617348,4.887016230406236,182.2378776543243,1,장위동,성북구 장위동 231-170,0
37.5533316416507,126.8667202746575,1.5776993298405573,125.45091954014192,1,염창동,강서구 염창동 284-21,0
37.504137500600905,127.0287044719375,4.671067323221697,275.8267712429327,1,역삼동,강남구 역삼동 800-20,0
37.54980799711445,127.027697139422,5.291171111840717,148.15334746860873,1,금호동1가,성동구 금호동1가 1453,0
37.50972405852945,126.94470987386,9.4908052616497,104.75227002352496,1,노량진동,동작구 노량진동 221-138,0
37.4976109626625,126.936596404309,8.247076536560938,210.28805965736385,1,상도동,동작구 상도동 259-4,0
37.4741747216537,126.9383271152205,7.466038772278025,192.5189587189471,1,신림동,관악구 신림동 산 149-52,0
37.549601353864745,126.947995134654,5.118599800233949,71.53344504746585,1,염리동,마포구 염리동 45-87,0
37.53438203569255,127.0762925647325,1.0856253618858878,206.94904579739833,1,자양동,광진구 자양동 712-1,0
37.52339947142505,127.054061441135,3.528110809870899,279.63181134803267,1,청담동,강남구 청담동 77-23,0
37.6055598449622,127.0900859707295,5.029815080789047,206.95353053290256,1,상봉동,중랑구 상봉동 13-1,0
37.5439775082486,126.933233709455,0.2961814931263724,152.3981328251666,1,현석동,마포구 현석동 221,0
37.6208748650818,127.062049179862,6.6721007655027025,130.7791693568062,1,월계동,노원구 월계동 428-3,0
37.51558328425355,127.029420385948,1.7738656423197257,246.2717744735441,1,논현동,강남구 논현동 279-77,0
37.549857497174855,127.110581903563,6.17368192482629,185.86561978329144,1,광장동,광진구 광장동 556,0
37.549768778662354,127.0314167465505,8.293477709356798,136.18222273007854,1,응봉동,성동구 응봉동 205-31,0
37.552536742098795,126.93628135428,4.632078897661068,258.8465972174515,1,노고산동,마포구 노고산동 117-31,0
37.559940968888554,126.928139548001,0.9733948484543852,238.04575306849048,1,창천동,서대문구 창천동 375,0
37.595411573894495,127.0973722724095,1.8466621188007368,159.39969034159537,1,망우동,중랑구 망우동 534-48,0
37.58204359551205,126.922392143758,2.7418355795700995,201.54337138708823,1,남가좌동,서대문구 남가좌동 5-26,0
37.50340114364585,127.0347873232585,0.3745497928820449,164.29071935521134,1,역삼동,강남구 역삼동 800-39,0
37.596762773438,127.0973926040385,0.3232150937422211,84.33330753045209,1,망우동,중랑구 망우동 534-49,0
37.5358279768652,126.951994934352,1.9042046962908752,143.26889882126713,1,산천동,용산구 산천동 201,0
37.6020759463294,127.0889049337215,3.086629734768384,143.94025019706382,1,상봉동,중랑구 상봉동 237-12,0
37.59077512827865,126.934025956078,5.577177322768887,154.39492178947802,1,홍은동,서대문구 홍은동 466-2,0
37.519593494089,127.026262089162,1.668615470808123,232.5495527925507,1,신사동,강남구 신사동 563-36,0
37.487548453359054,126.9414484712905,5.6116541937231155,151.70199369246842,1,봉천동,관악구 봉천동 635-383,0
37.5261878264237,126.9965161305455,0.2731527128533315,299.64154950221064,1,동빙고동,용산구 동빙고동 1-2,0
37.5599768462789,127.0187343805265,0.8895427996148317,146.99557170376266,1,신당동,중구 신당동 852-2,0
37.5642720859959,127.024152002105,6.967619521335446,72.80052117493925,1,신당동,중구 신당동 170-34,0
37.5492893234713,127.01196592188752,5.23418069566677,151.91804282377694,1,신당동,중구 신당동 844-8,0
37.558516051986246,126.94200374722352,1.222175850045653,295.044006665853,1,대현동,서대문구 대현동 110-67,0
37.5568451372008,127.019986222358,0.745088299837944,150.31062781666515,1,금호동1가,성동구 금호동1가 1813,0
37.51009194750835,126.9591275783405,11.008171549021723,115.67218968632824,1,흑석동,동작구 흑석동 341-11,0
37.540659327679606,127.0128538410465,7.206273605405873,0.0,1,옥수동,성동구 옥수동 204-7,0
37.58772509634165,127.090087167444,0.1277434631391238,178.12017836837674,1,면목동,중랑구 면목동 1175-1,0
37.5591221765075,127.0926932400485,12.520780781391228,151.75466676238383,1,중곡동,광진구 중곡동 438-2,0
37.58741780228115,126.932428417178,12.12066774484856,302.43207515103575,1,홍은동,서대문구 홍은동 265-44,0
37.473801686325345,126.9748274734355,4.8952036723674475,191.03358098016457,1,남현동,관악구 남현동 1120,0
37.5681496657589,127.0852767874535,0.8888981041793206,117.91630176484507,1,중곡동,광진구 중곡동 265-1,0
37.48477490542995,126.946240249528,6.588378920178711,65.1598570378681,1,봉천동,관악구 봉천동 975-11,0
37.55629302063,127.0948242641615,7.430340365652378,246.1333806200284,1,중곡동,광진구 중곡동 104-62,0
37.57836050494885,127.0926266812905,9.927323216321865,282.3969254447406,1,면목동,중랑구 면목동 527-269,0
37.5362447310251,126.95355199298852,4.117316836062974,147.57714346819978,1,산천동,용산구 산천동 207,0
37.53417763941965,126.9999851694595,5.669401306891827,166.92153018405787,1,한남동,용산구 한남동 732-240,0
37.6884696241763,127.0424161547935,1.4854259428239798,346.70737928856977,1,도봉동,도봉구 도봉동 282-16,0
37.557879969482,126.9841126584995,7.5781964180579235,163.41539003389062,1,남산동1가,중구 남산동1가 15-2,0
37.602581493321395,127.113068501754,3.0748219341174945,450.1784406127284,1,망우동,중랑구 망우동 산 47,0
37.5983607277188,127.05532547089352,4.50913414615301,235.15544513217196,1,이문동,동대문구 이문동 264-204,0
37.55342824596395,127.013183431562,9.77699193537408,239.1329282375923,1,신당동,중구 신당동 349-202,0
37.64898288126445,127.019769978905,0.5198515802864955,209.0786679596697,1,쌍문동,도봉구 쌍문동 414-294,0
37.5370412106454,126.869487785893,0.1099395349601277,135.9061387330949,1,목동,양천구 목동 847,0
37.64311005233295,127.039202366115,1.4103581834510637,45.2272560623483,1,창동,도봉구 창동 596-22,0
37.6227175330825,127.031922724347,10.689512230533094,167.55537321398958,1,미아동,강북구 미아동 258-445,0
37.649615245598895,127.030332963733,0.6255394374177718,182.9327730906194,1,쌍문동,도봉구 쌍문동 128-8,0
37.4941266456141,126.936865315157,16.77962804971295,227.5385866150712,1,상도동,동작구 상도동 283-60,0
37.53855608268215,126.8697516084885,2.267934017741194,99.55103771187314,1,목동,양천구 목동 837,0
37.5492607652357,127.0882150102585,1.031811357044398,164.0010776848534,1,구의동,광진구 구의동 77-50,0
37.469260668882555,126.968217245665,4.241862256218271,233.65909408839295,1,봉천동,관악구 봉천동 180-260,0
37.50160691290765,126.94780101047,10.827807677707204,181.0153480415328,1,상도동,동작구 상도동 159-11,0
37.4768992064964,126.9326549012855,11.046229040726663,116.27651193515104,1,신림동,관악구 신림동 409-2,0
37.6166959090079,127.0086218724145,3.307969766370479,135.705267484492,1,정릉동,성북구 정릉동 239-23,0
37.6467004572187,127.03991448954052,0.3652259321222187,202.76344134197956,1,창동,도봉구 창동 산 107-223,0
37.58886643804545,127.05712951413348,0.0899891446874499,217.4501077891166,1,휘경동,동대문구 휘경동 319-53,0
37.5049547529421,126.952890030663,1.900649393808659,168.67283985899851,1,상도1동,동작구 상도1동 495-1,0
37.57328329194735,127.0609362513845,3.34416577201552,162.88113075724695,1,답십리동,동대문구 답십리동 75-52,0
37.584188784179545,127.0316532807495,0.94078723648657,134.35205117790795,1,제기동,동대문구 제기동 147-1,0
37.474932350435395,126.9419227860205,10.936421423553096,209.17984522715273,1,신림동,관악구 신림동 98-51,0
37.473943998282095,126.965055289405,4.366576826031076,73.1991048706357,1,봉천동,관악구 봉천동 196-44,0
37.5563137148706,126.977440610471,5.474918832542787,221.1039770976088,1,남창동,중구 남창동 205-47,0
37.56331218906895,127.009944343135,1.0205018032937143,275.07629568041546,1,광희동2가,중구 광희동2가 105-7,0
37.54223883820885,127.0834953132825,1.6644289260988077,136.89740697060074,1,구의동,광진구 구의동 251-41,0
37.5537574186897,127.097115419063,0.7591915814063547,188.62699864744528,1,구의동,광진구 구의동 662-1,0
37.5782385005418,127.06363407314,1.0821960810964728,177.6565260763983,1,전농동,동대문구 전농동 3-122,0
37.5621706117047,127.022505582396,3.1807092963511567,146.16666203784706,1,신당동,중구 신당동 80-714,0
37.4958784647165,126.9298999405355,1.756967087184991,143.16958756604294,1,상도동,동작구 상도동 299-189,0
37.54588904067545,127.104611604166,0.5024217322422373,220.1274323949127,1,광장동,광진구 광장동 245-1,0
37.524563655452695,126.856441420798,0.1694334900550652,84.50860331770728,1,신정동,양천구 신정동 949-4,0
37.51146381770795,126.94293060755852,1.4411548675026216,165.81413276204597,1,노량진동,동작구 노량진동 84-27,0
37.5616098257624,127.020563934495,4.3978486764589055,152.04479743311995,1,신당동,중구 신당동 61-9,0
37.5539462191997,127.005276036534,3.845370243342558,159.33691719991435,1,신당동,중구 신당동 432-1831,0
37.517406537402,127.036432420099,0.1712550470129096,176.5425392761363,1,논현동,강남구 언주로136길 11,1
37.514341176837,127.044125999988,1.0004026374552235,229.51708223922088,1,삼성동,강남구 선릉로126길 22,1
37.511497883557496,127.038990911658,1.3544374802064787,204.48673974468488,1,논현동,강남구 언주로116길 27 (논현동),1
37.5153103550281,127.045282130223,0.9984542222183692,216.5415126572158,1,삼성동,강남구 선릉로126길 22,1
37.54845675624445,126.947556633699,3.6043609553082177,137.4919555628251,1,염리동,마포구 백범로25길 34,1
37.506573822321,127.028514200435,6.763959088328066,171.87054317366542,1,논현동,"강남구 봉은사로11길 11 (논현동, 프라임아파트)",1
37.528369014841104,127.0463856002965,6.57344354255548,307.6380021025731,1,청담동,강남구 압구정로71길 28,1
37.5165768558138,127.03784249931952,5.043527716180388,190.14156119399712,1,논현동,강남구 학동로45길 3,1
37.5002453958089,127.06268227385952,1.3956340629969235,258.7306866497284,1,대치동,강남구 삼성로64길 28,1
37.5229827473555,127.04988741994548,6.574666730953562,379.8535917457922,1,청담동,"강남구 도산대로92길 10 (청담동, 청담대우유로카운티)",1
37.507530303348304,127.020368240792,1.548521736844732,259.1353442790991,1,반포동,서초구 사평대로53길 77,1
37.4853380572677,127.099177608876,7.066975184376015,300.7566503742133,1,수서동,강남구 광평로 228 (수서동),1
37.502351043772606,127.04659098970048,0.2942233006354606,79.09287229110328,1,역삼동,강남구 테헤란로52길 16,1
37.51859580619385,127.0614616963565,11.52994957571556,231.27895108603389,1,삼성동,강남구 영동대로122길 45,1
37.5158274735077,127.038177163004,7.9641610397617635,257.70999315003866,1,논현동,강남구 언주로130길 35 (논현동),1
37.5013866366446,127.02909929006547,5.600302220633766,310.66527780744656,1,역삼동,강남구 테헤란로5길 39-4 (역삼동),1
37.54574088951005,126.924966067122,1.4186235916046832,233.4980344182441,1,상수동,"마포구 토정로 127-7 (상수동, 예인아트빌)",1
37.5010479329853,127.041383801889,6.174095912671018,202.930642274512,1,역삼동,강남구 언주로85길 24 (역삼동),1
37.53557833076075,127.0109241577695,3.741894138945617,140.79524967254798,1,한남동,용산구 독서당로 103,1
37.48810785446945,127.0340369525755,1.047283478003434,171.4010033676144,1,도곡동,강남구 도곡로2길 27,1
37.60539992479125,126.957446921739,10.043141322963775,207.81846629525353,1,구기동,종로구 홍지문길 79,1
37.61136560187175,126.9753165979465,7.859327073218745,420.36031967137706,1,평창동,종로구 평창31길 12,1
37.5018391285971,127.065200475171,2.636844134861921,165.0628208198917,1,대치동,강남구 도곡로93길 23,1
37.4868157191856,127.034809481099,1.2842607718116208,164.91777761473668,1,도곡동,강남구 남부순환로355길 33,1
37.6106497370007,127.016549167027,8.805347567270251,182.51247557000323,1,길음동,성북구 길음로 119,1
37.496027636502845,126.9978385782195,4.926557988064424,215.62252793921056,1,반포동,서초구 서래로 7,1
37.5792548546221,127.0940211686625,7.35451133661343,282.6543435386991,1,면목동,중랑구 사가정로72길 26,1
37.58331357708,126.987146807751,1.2265626728625276,250.5898988396152,1,계동,종로구 창덕궁7길 17,1
37.60610449102945,127.0832304639395,3.0077488155778767,282.5346129013641,1,중화동,"중랑구 동일로140길 99 (중화동, 힐 하우스)",1
37.5812726990021,127.09291111808552,4.4631997344094625,114.35370347544396,1,면목동,중랑구 용마산로 329-8,1
37.6011552214036,127.107332528899,2.628547515963847,73.41576115437056,1,망우동,중랑구 용마산로118길 123,1
37.5865134011026,127.095801581159,1.1362409654271068,138.36920097918485,1,면목동,중랑구 용마산로86길 7,1
37.5896921906087,127.0056918881395,8.093051642306026,122.98534632364786,1,동소문동1가,성북구 성북로4길 13-8,1
37.618351788142945,127.0045738060745,11.241212799906288,242.6904852701206,1,정릉동,"성북구 보국문로30길 39 (정릉동, 성진빌라)",1
37.5413706697841,127.1496354868865,0.5728159886109597,134.23453275483888,1,길동,강동구 명일로24길 33 (길동),1
37.61196791985395,127.037766025304,8.347489209132426,162.96376778882563,1,하월곡동,성북구 오패산로 90,1
37.5162941156015,127.0249844984425,3.648417450295452,384.7110865922771,1,논현동,강남구 논현로145길 52,1
37.6130998230893,127.039447500308,6.896154896381217,190.11111917134215,1,장위동,성북구 장위로10길 10-7,1
37.5539920844893,127.0051756000475,4.73524772567689,159.33691719991435,1,신당동,중구 동호로17다길 2-9,1
37.5561943650915,126.993362995522,6.30002333276088,362.7265789491856,1,예장동,중구 필동로8길 61-4,1
37.556972036556544,126.96568813856,7.209965578623894,109.38460896849008,1,만리동1가,"중구 만리재로37길 49 (만리동1가, SY파크힐)",1
37.5186753231876,127.063916416932,8.416071676786899,304.67506000215343,1,삼성동,강남구 봉은사로109길 66-8,1
37.5082247862391,127.020690371314,1.7044224829588583,195.0769803548335,1,반포동,서초구 사평대로55길 97-6 (반포동),1
37.4786856585646,127.0051790530105,0.0278599537918822,283.19726516119465,1,방배동,서초구 명달로 5-121,1
37.47985125988061,126.9918184131505,3.8565285708506,192.51509927367292,1,방배동,서초구 효령로 69,1
37.49443499441755,127.02112368006352,1.3321739534993136,240.393920231356,1,서초동,서초구 서초대로64길 31,1
37.494019060992755,127.02128612026,1.1461955162646522,216.3806435833495,1,서초동,서초구 서초대로64길 31,1
37.485114381757654,126.99695193782,8.639143254244303,117.9333858075004,1,방배동,서초구 방배로18길 24-10,1
37.60865794236645,127.0370850633305,6.606206250802419,168.7967841377461,1,하월곡동,성북구 오패산로 90,1
37.60052798757821,126.9570397551905,9.461556530256177,192.45245658857533,1,홍지동,종로구 홍지문길 16 (홍지동),1
37.647887474951546,127.0305080666695,1.0314257133450222,94.58585962461196,1,쌍문동,도봉구 도봉로109길 37-1 (쌍문동),1
37.59092776723375,126.992698157907,7.855389750784038,297.965940731296,1,명륜3가,종로구 명륜길 99-2 (명륜3가),1
37.61271501366945,127.0183606596525,4.902166666935132,172.4858046443468,1,길음동,성북구 길음로 118,1
37.59517409147915,127.0107081899275,9.698275414047046,223.8218326389785,1,돈암동,성북구 성북로4길 52,1
37.6485063121902,127.0222641309995,2.4576557556819156,170.26475928233594,1,쌍문동,도봉구 우이천로 367,1
37.62730874235935,127.0162133496825,2.2770045567513897,87.98374037950991,1,미아동,강북구 삼양로63가길 7-9,1
37.6482692107057,127.033056316135,0.452755506469049,157.26066514816742,1,쌍문동,도봉구 도봉로113길 20 (쌍문동),1
37.64904173788685,127.0277159983645,3.3648449233570727,193.71917623828432,1,쌍문동,도봉구 노해로44길 3 (쌍문동),1
37.65515806021685,127.018804335086,11.555437296790862,256.40437341689164,1,쌍문동,도봉구 우이천로48길 64,1
37.651730991940894,127.037779072988,0.4880228111987171,99.0153925202154,1,창동,"도봉구 노해로61길 4 (창동, 리솜하우스)",1
37.66156057713865,127.080328705854,2.6636880782902894,163.24371853909423,1,중계동,노원구 덕릉로82길 64,1
37.5906956353282,127.04632505625948,6.450782185470594,189.97872092222931,1,청량리동,동대문구 회기로 90,1
37.5960573885895,127.0211155234725,2.8822269021164133,153.40792087328427,1,동선동3가,"성북구 동소문로26라길 42-1 (동선동3가, 테라팰리스)",1
37.66693915627995,127.069254771329,3.676671945085464,133.87608434436376,1,상계동,노원구 한글비석로46나길 6,1
37.5557988619478,126.9941224739415,2.6056779112048565,356.52086840807885,1,예장동,중구 필동로8길 46,1
37.555120413922054,127.0081820022295,3.851632745979564,138.9910535799838,1,신당동,중구 동호로15길 126-11 (신당동),1
37.55279341095425,127.004831425029,16.404828197225655,198.0427963599455,1,신당동,중구 동호로11나길 76 (신당동),1
37.55303523345139,127.004961246422,17.39965034881361,187.06000223609212,1,신당동,중구 동호로17길 131-10 (신당동),1
37.5495373516818,127.0091121644885,3.2920794307592893,120.7964986265728,1,신당동,중구 다산로 32,1
37.559031379084345,127.0013248126,5.910260941532081,223.4966425312616,1,장충동2가,중구 동호로25길 29,1
37.5586236620777,127.00235172920448,10.64342753462719,319.47012513835483,1,장충동2가,중구 동호로25가길 7,1
37.5529439223422,126.96306784603,7.825399721471526,85.71015973542076,1,만리동2가,중구 만리재로21길 9,1
37.55166810837015,127.004861003638,13.68683824289299,277.56610733476526,1,신당동,중구 동호로11라길 39,1
37.6170023842636,127.0055753782195,12.151491936676097,191.21438298570777,1,정릉동,"성북구 보국문로28길 20 (정릉동, 나라키움 정릉동 주택)",1
37.558350596395,126.963984746433,7.463423409985551,142.32723298769582,1,중림동,중구 중림로2길 13-10,1
37.598656406356795,127.082788237348,0.1335972403366134,124.91584336108431,1,중화동,중랑구 동일로124길 48,1
37.58096215008025,127.087455161825,0.2303319844527349,162.8646050464861,1,면목동,중랑구 사가정로 385,1
37.650257638137205,127.0270304273415,1.3563927107807812,80.08091460673452,1,쌍문동,도봉구 노해로41가길 17 (쌍문동),1
37.57987408181945,127.016532954927,6.751263837332579,223.9319844115556,1,숭인동,종로구 동망산길 65,1
37.60277373102125,126.9568596006075,7.143736119138223,208.1049736108214,1,홍지동,종로구 홍지문2길 20,1
37.606462765554355,126.9637807299295,8.851412895640365,261.61094257560364,1,평창동,종로구 평창3길 3 (평창동),1
37.6085046831177,126.9621876481205,15.333527153634677,346.146765000678,1,평창동,종로구 평창4길 3,1
37.5470733538651,126.96357357198,5.590825215202967,109.16943282439088,1,청파동2가,용산구 효창원로 228,1
37.52868206105535,127.004903685117,9.438879850826376,370.57361642958847,1,한남동,용산구 장문로49길 16 (한남동),1
37.54256797007285,126.984252369994,6.290657651886152,229.951874289225,1,용산동2가,용산구 신흥로3가길 66,1
37.574585062664,126.895139919408,6.591404139905194,237.75627301481592,1,상암동,"마포구 월드컵북로45길 13-7 (상암동, 유진빌)",1
37.54381596889495,126.9903405154055,7.897959003062933,469.22329653779144,1,이태원동,용산구 소월로38길 30-32,1
37.5375826039554,127.0118804811605,5.6197067114019985,173.48626742184177,1,한남동,용산구 독서당로 129,1
37.5469282613105,126.966989731139,8.948565793027436,197.25182037186113,1,청파동2가,용산구 효창원로86라길 8 (청파동2가),1
37.5508610948753,127.0302446349625,8.900685975294598,199.71725477129033,1,응봉동,성동구 독서당로 377,1
37.5856728183119,126.926933829869,12.839227435406494,176.66579085097413,1,홍은동,서대문구 가좌로2길 60,1
37.5865204878056,126.933277138457,16.411929497828112,344.48316641850204,1,홍은동,서대문구 연희로39길 41-13,1
37.5538715996837,126.93004597028,7.553984804055477,245.9832806539877,1,창전동,마포구 서강로9길 45,1
37.55406740406295,126.93884309397752,8.757373490432926,196.46975706725416,1,노고산동,마포구 신촌로20길 31,1
37.55513625118415,126.9427817140485,10.47206533539996,118.79681341211032,1,대흥동,마포구 고산길 105,1
37.54973592619075,126.947709185125,6.1959072501644235,100.68460604262764,1,염리동,마포구 백범로25길 83,1
37.5372113776228,126.944587867914,2.202657930748493,246.0964540161909,1,마포동,마포구 마포대로 8-1 (마포동),1
37.55211631102595,126.9617963537815,2.5425296660984147,141.85461823088303,1,아현동,마포구 마포대로24길 42 (아현동),1
37.511031267536,127.0308593447875,5.123811677371268,168.61204677044145,1,논현동,강남구 논현로121길 12 (논현동),1
37.52066319507525,127.045199507394,2.9574579876303577,204.54638329017556,1,청담동,강남구 도산대로70길 43,1
37.55088123780785,127.00548014372,12.952388627505211,296.49851292196723,1,신당동,중구 동호로11자길 23,1
37.60955180368855,126.97127396786748,9.704954260255702,375.5918894978587,1,평창동,종로구 평창21길 7 (평창동),1
37.57166423945475,127.0854405167755,8.85875331330392,118.14492111764476,1,면목동,중랑구 면목로22길 32-4 (면목동),1
37.5470057216622,127.0232894134715,6.117936116179507,119.26103980825756,1,금호동4가,성동구 금호로 17,1
37.587347700367005,127.1009610820735,7.941594476658017,99.54552262660928,1,면목동,"중랑구 용마산로94길 82-12 (면목동, 도시공간)",1
37.561829313352206,127.08900094262752,10.736155280805256,84.69455433092897,1,중곡동,광진구 용마산로8가길 48-7,1
